IsActiveMember,CustomerID,Surname,CreditScore,RiskLevel,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,NumuberofProducts,AccountType,HasCrCard,IsActiveMember,EstimatedSalary,CustomerValue,IncomeGroup,Exited,ChurnFlag
191,15726931,Onwumelu,715,Low Risk,France,Female,41,Middle Age,8,Loyal,56214.85,2,Standard,0,0,92982.61,Medium Value,Medium,1,Churned
192,15771086,Graham,512,Medium Risk,France,Female,36,Middle Age,3,Established,84327.77,2,Standard,1,0,17675.36,Low value,Low,0,Retained
193,15756850,Golovanov,479,High Risk,France,Male,40,Middle Age,1,New,0,2,Standard,0,0,114996.43,High Value,High,0,Retained
194,15702741,Potts,601,Medium Risk,France,Male,32,Middle Age,8,Loyal,93012.89,1,Basic,1,0,86957.42,Medium Value,Medium,0,Retained
195,15679200,Crawford,580,Medium Risk,Spain,Male,29,Adolescence,9,Very Loyal,61710.44,2,Standard,1,0,128077.8,High Value,High,0,Retained
196,15594815,Aleshire,807,Low Risk,France,Male,35,Middle Age,3,Established,174790.15,1,Basic,1,1,600.36,Low value,Low,0,Retained
197,15635905,Moran,616,Medium Risk,Spain,Female,32,Middle Age,6,Loyal,0,2,Standard,1,1,43001.46,Low value,Low,0,Retained
198,15777892,Samsonova,721,Low Risk,Germany,Male,37,Middle Age,3,Established,107720.64,1,Basic,1,1,158591.12,Medium Value,High,0,Retained
199,15656176,Jenkins,501,Medium Risk,France,Male,57,Old,10,Very Loyal,0,2,Standard,1,1,47847.19,Low value,Low,0,Retained
200,15811127,Volkov,521,Medium Risk,France,Male,35,Middle Age,6,Loyal,96423.84,1,Basic,1,0,10488.44,Low value,Low,0,Retained
201,15604482,Chiemezie,850,Low Risk,Spain,Male,30,Middle Age,2,New,141040.01,1,Basic,1,1,5978.2,Low value,Low,0,Retained
202,15622911,Jude,759,Low Risk,France,Male,42,Middle Age,4,Established,105420.18,1,Basic,0,1,121409.06,Medium Value,High,0,Retained
203,15600974,He,516,Medium Risk,Spain,Male,50,Middle Age,5,Established,0,1,Basic,0,1,146145.93,Medium Value,High,1,Churned
204,15727868,Onuora,711,Low Risk,France,Female,38,Middle Age,2,New,129022.06,2,Standard,1,1,14374.86,Low value,Low,1,Churned
205,15627801,Ginikanwa,512,Medium Risk,Spain,Male,33,Middle Age,3,Established,176666.62,1,Basic,1,0,94670.77,Medium Value,Medium,0,Retained
206,15773039,Ku,550,Medium Risk,France,Male,37,Middle Age,3,Established,0,1,Basic,1,1,179670.31,Medium Value,High,0,Retained
207,15755262,McDonald,608,Medium Risk,Spain,Female,41,Middle Age,3,Established,89763.84,1,Basic,0,0,199304.74,Medium Value,High,1,Churned
208,15679531,Collins,618,Medium Risk,France,Male,34,Middle Age,5,Established,134954.53,1,Basic,1,1,151954.39,Medium Value,High,0,Retained
209,15684181,Hackett,643,Medium Risk,France,Male,45,Middle Age,5,Established,0,1,Basic,1,0,142513.5,Medium Value,High,1,Churned
210,15612087,Dike,671,Medium Risk,France,Male,45,Middle Age,2,New,106376.85,1,Basic,0,1,158264.62,Medium Value,High,0,Retained
211,15752047,Trevisano,689,Medium Risk,Germany,Male,33,Middle Age,2,New,161814.64,2,Standard,1,0,169381.9,High Value,High,0,Retained
212,15624592,Tan,603,Medium Risk,France,Male,31,Middle Age,8,Loyal,0,2,Standard,1,1,169915.02,High Value,High,0,Retained
213,15573152,Glassman,620,Medium Risk,France,Female,41,Middle Age,9,Very Loyal,0,2,Standard,0,0,88852.47,Medium Value,Medium,0,Retained
214,15594917,Miller,676,Medium Risk,France,Female,34,Middle Age,1,New,63095.01,1,Basic,1,1,40645.81,Low value,Low,0,Retained
215,15785542,Kornilova,572,Medium Risk,Germany,Male,26,Adolescence,4,Established,118287.01,2,Standard,0,0,60427.3,Medium Value,Medium,0,Retained
216,15723488,Watson,668,Medium Risk,Germany,Male,47,Middle Age,7,Loyal,106854.21,1,Basic,0,1,157959.02,Medium Value,High,1,Churned
217,15680920,Marchesi,695,Medium Risk,France,Male,46,Middle Age,7,Loyal,49512.55,1,Basic,1,0,133007.34,Medium Value,High,0,Retained
218,15786308,Millar,730,Low Risk,Spain,Female,33,Middle Age,9,Very Loyal,0,2,Standard,0,0,176576.62,High Value,High,0,Retained
219,15659366,Shih,807,Low Risk,France,Male,43,Middle Age,1,New,105799.32,2,Standard,1,0,34888.04,Low value,Low,1,Churned
220,15774854,Fuller,592,Medium Risk,France,Male,54,Old,8,Loyal,0,1,Basic,1,1,28737.71,Low value,Low,1,Churned
221,15725311,Hay,726,Low Risk,France,Female,31,Middle Age,9,Very Loyal,114722.05,2,Standard,1,1,98178.57,Medium Value,Medium,0,Retained
222,15787155,Yang,514,Medium Risk,Spain,Male,30,Middle Age,7,Loyal,0,1,Basic,0,1,125010.24,Medium Value,High,0,Retained
223,15727829,McIntyre,567,Medium Risk,France,Male,42,Middle Age,2,New,0,2,Standard,1,1,167984.61,High Value,High,0,Retained
224,15733247,Stevenson,850,Low Risk,France,Male,33,Middle Age,10,Very Loyal,0,1,Basic,1,0,4861.72,Low value,Low,1,Churned
225,15568748,Poole,671,Medium Risk,Germany,Male,45,Middle Age,6,Loyal,99564.22,1,Basic,1,1,108872.45,Medium Value,High,1,Churned
226,15699029,Bagley,670,Medium Risk,France,Male,37,Middle Age,4,Established,170557.91,2,Standard,1,0,198252.88,High Value,High,0,Retained
227,15774393,Ch'ien,694,Medium Risk,France,Female,30,Middle Age,9,Very Loyal,0,2,Standard,1,1,26960.31,Low value,Low,0,Retained
228,15676895,Cattaneo,547,Medium Risk,Germany,Female,39,Middle Age,6,Loyal,74596.15,3,Premium,1,1,85746.52,Medium Value,Medium,1,Churned
229,15637753,O'Sullivan,751,Low Risk,Germany,Male,50,Middle Age,2,New,96888.39,1,Basic,1,0,77206.25,Medium Value,Medium,1,Churned
230,15605461,Lucas,594,Medium Risk,Germany,Female,29,Adolescence,3,Established,130830.22,1,Basic,1,0,61048.53,Medium Value,Medium,0,Retained
231,15808473,Ringrose,673,Medium Risk,France,Male,72,Old,1,New,0,2,Standard,0,1,111981.19,High Value,High,0,Retained
232,15627000,Freeman,610,Medium Risk,France,Male,40,Middle Age,0,New,0,2,Standard,1,0,62232.6,Medium Value,Medium,0,Retained
233,15787174,Sergeyev,512,Medium Risk,France,Female,37,Middle Age,1,New,0,2,Standard,0,1,156105.03,High Value,High,0,Retained
234,15723886,Fiore,767,Low Risk,Germany,Male,20,Adolescence,3,Established,119714.25,2,Standard,0,1,150135.38,High Value,High,0,Retained
235,15704769,Smith,585,Medium Risk,France,Female,67,Old,5,Established,113978.97,2,Standard,0,1,93146.11,Medium Value,Medium,0,Retained
236,15772896,Dumetochukwu,763,Low Risk,Germany,Male,42,Middle Age,6,Loyal,100160.75,1,Basic,1,0,33462.94,Low value,Low,1,Churned
237,15711540,Pacheco,712,Low Risk,France,Female,29,Adolescence,2,New,0,1,Basic,1,1,144375,Medium Value,High,0,Retained
238,15764866,Synnot,539,Medium Risk,Germany,Female,43,Middle Age,3,Established,116220.5,3,Premium,1,0,55803.96,Medium Value,Medium,1,Churned
239,15794056,Johnston,668,Medium Risk,France,Female,46,Middle Age,2,New,0,3,Premium,1,0,89048.46,Medium Value,Medium,1,Churned
240,15795149,Stevens,703,Low Risk,France,Male,28,Adolescence,2,New,81173.83,2,Standard,0,1,162812.16,High Value,High,0,Retained
241,15812009,Grant,662,Medium Risk,Spain,Male,38,Middle Age,4,Established,0,2,Standard,1,0,136259.65,High Value,High,0,Retained
242,15651001,Tsao,725,Low Risk,Germany,Female,39,Middle Age,5,Established,116803.8,1,Basic,1,0,124052.97,Medium Value,High,0,Retained
243,15813844,Barnes,703,Low Risk,France,Male,37,Middle Age,8,Loyal,105961.68,2,Standard,0,1,74158.8,Medium Value,Medium,0,Retained
244,15596175,McIntosh,659,Medium Risk,Germany,Male,67,Old,6,Loyal,117411.6,1,Basic,1,1,45071.09,Low value,Low,1,Churned
245,15576269,Madison,523,Medium Risk,Spain,Male,34,Middle Age,7,Loyal,0,2,Standard,1,0,62030.06,Medium Value,Medium,0,Retained
246,15797219,Ifesinachi,635,Medium Risk,France,Female,40,Middle Age,10,Very Loyal,123497.58,1,Basic,1,0,131953.23,Medium Value,High,1,Churned
247,15685500,Glazkov,772,Low Risk,Germany,Male,26,Adolescence,7,Loyal,152400.51,2,Standard,1,0,79414,Medium Value,Medium,0,Retained
248,15599792,Dimauro,545,Medium Risk,France,Female,26,Adolescence,1,New,0,2,Standard,1,1,199638.56,High Value,High,0,Retained
249,15657566,Wieck,634,Medium Risk,Germany,Male,24,Adolescence,8,Loyal,103097.85,1,Basic,1,1,157577.29,Medium Value,High,0,Retained
250,15772423,Liao,739,Low Risk,Germany,Male,54,Old,8,Loyal,126418.14,1,Basic,1,0,134420.75,Medium Value,High,1,Churned
251,15628112,Hughes,771,Low Risk,Germany,Female,36,Middle Age,5,Established,77846.9,1,Basic,0,0,99805.99,Medium Value,Medium,0,Retained
252,15753754,Morrison,587,Medium Risk,Spain,Female,34,Middle Age,1,New,0,2,Standard,1,1,97932.68,Medium Value,Medium,0,Retained
253,15793726,Matveyeva,681,Medium Risk,France,Female,79,Old,0,New,0,2,Standard,0,1,170968.99,High Value,High,0,Retained
254,15694717,Ku,544,Medium Risk,Germany,Male,37,Middle Age,2,New,79731.91,1,Basic,1,1,57558.95,Medium Value,Medium,0,Retained
255,15665834,Cheatham,696,Medium Risk,Spain,Male,28,Adolescence,8,Loyal,0,1,Basic,0,0,176713.47,Medium Value,High,0,Retained
256,15765297,Yao,766,Low Risk,Spain,Male,41,Middle Age,0,New,0,2,Standard,0,1,34283.23,Low value,Low,0,Retained
257,15636684,Kirkland,727,Low Risk,France,Male,34,Middle Age,10,Very Loyal,0,2,Standard,1,1,198637.34,High Value,High,0,Retained
258,15592979,Rose,671,Medium Risk,Germany,Female,34,Middle Age,6,Loyal,37266.67,2,Standard,0,0,156917.12,High Value,High,0,Retained
259,15750803,Jess,693,Medium Risk,France,Female,30,Middle Age,6,Loyal,127992.25,1,Basic,1,1,50457.2,Medium Value,Medium,0,Retained
260,15607178,Welch,850,Low Risk,Germany,Male,38,Middle Age,3,Established,54901.01,1,Basic,1,1,140075.55,Medium Value,High,0,Retained
261,15713853,Ifeajuna,732,Low Risk,Germany,Male,42,Middle Age,9,Very Loyal,108748.08,2,Standard,1,1,65323.11,Medium Value,Medium,0,Retained
262,15673481,Morton,726,Low Risk,Spain,Female,48,Middle Age,6,Loyal,99906.19,1,Basic,1,0,64323.24,Medium Value,Medium,0,Retained
263,15686776,Rossi,557,Medium Risk,France,Female,32,Middle Age,6,Loyal,184686.41,2,Standard,1,0,14956.44,Low value,Low,0,Retained
264,15673693,Reppert,682,Medium Risk,France,Female,26,Adolescence,0,New,110654.02,1,Basic,0,1,111879.21,Medium Value,High,0,Retained
265,15700696,Kang,738,Low Risk,Spain,Male,31,Middle Age,9,Very Loyal,79019.8,1,Basic,1,1,18606.23,Low value,Low,0,Retained
266,15813163,Ch'iu,531,Medium Risk,Spain,Female,36,Middle Age,9,Very Loyal,99240.51,1,Basic,1,0,123137.01,Medium Value,High,0,Retained
267,15653857,Wallis,498,High Risk,France,Male,34,Middle Age,2,New,0,2,Standard,1,1,148528.24,High Value,High,0,Retained
268,15777076,Clark,651,Medium Risk,France,Male,36,Middle Age,7,Loyal,0,2,Standard,1,0,13898.31,Low value,Low,0,Retained
269,15717398,Fielding,549,Medium Risk,Spain,Female,39,Middle Age,7,Loyal,0,1,Basic,0,0,81259.25,Medium Value,Medium,1,Churned
270,15799217,Zetticci,791,Low Risk,Germany,Female,35,Middle Age,7,Loyal,52436.2,1,Basic,1,0,161051.75,Medium Value,High,0,Retained
271,15787071,Dulhunty,650,Medium Risk,Spain,Male,41,Middle Age,9,Very Loyal,0,2,Standard,0,1,191599.67,High Value,High,0,Retained
272,15619955,Bevington,733,Low Risk,Germany,Male,34,Middle Age,3,Established,100337.96,3,Premium,1,0,48559.19,Low value,Low,1,Churned
273,15796505,Boyle,811,Low Risk,Germany,Female,34,Middle Age,1,New,149297.19,2,Standard,1,1,186339.74,High Value,High,0,Retained
274,15725166,Newton,707,Low Risk,France,Male,30,Middle Age,8,Loyal,0,2,Standard,1,0,33159.37,Low value,Low,0,Retained
275,15800116,Bowman,712,Low Risk,Germany,Male,28,Adolescence,4,Established,145605.44,1,Basic,0,1,93883.53,Medium Value,Medium,0,Retained
276,15758685,Dubinina,706,Low Risk,Spain,Female,37,Middle Age,7,Loyal,0,2,Standard,1,1,110899.3,High Value,High,0,Retained
277,15694456,Toscani,756,Low Risk,France,Male,62,Old,3,Established,0,1,Basic,1,1,11199.04,Low value,Low,1,Churned
278,15767339,Chiazagomekpere,777,Low Risk,France,Female,53,Old,10,Very Loyal,0,2,Standard,1,0,189992.97,High Value,High,0,Retained
279,15683562,Allen,646,Medium Risk,France,Male,35,Middle Age,6,Loyal,84026.86,1,Basic,0,1,164255.69,Medium Value,High,0,Retained
280,15782210,K'ung,714,Low Risk,France,Male,46,Middle Age,1,New,0,1,Basic,1,0,152167.79,Medium Value,High,1,Churned
281,15668893,Wilsmore,782,Low Risk,France,Male,39,Middle Age,8,Loyal,0,2,Standard,1,1,33949.67,Low value,Low,0,Retained
282,15669169,Hargreaves,775,Low Risk,Spain,Male,29,Adolescence,10,Very Loyal,0,2,Standard,1,1,68143.93,Medium Value,Medium,0,Retained
283,15643024,Huang,479,High Risk,Germany,Male,35,Middle Age,4,Established,138718.92,1,Basic,1,1,47251.79,Low value,Low,1,Churned
284,15699389,Ch'ien,807,Low Risk,France,Male,42,Middle Age,7,Loyal,118274.71,1,Basic,1,1,25885.72,Low value,Low,0,Retained
285,15708608,Wallwork,799,Low Risk,France,Female,22,Adolescence,8,Loyal,174185.98,2,Standard,0,1,192633.85,High Value,High,0,Retained
286,15626144,Chu,675,Medium Risk,France,Male,40,Middle Age,7,Loyal,113208.86,2,Standard,1,0,34577.36,Low value,Low,0,Retained
287,15573112,Kang,602,Medium Risk,Spain,Male,29,Adolescence,5,Established,103907.28,1,Basic,1,0,161229.84,Medium Value,High,0,Retained
288,15790678,Davidson,475,High Risk,France,Female,32,Middle Age,8,Loyal,119023.28,1,Basic,1,0,100816.29,Medium Value,High,0,Retained
289,15727556,O'Donnell,744,Low Risk,Spain,Female,26,Adolescence,5,Established,166297.89,1,Basic,1,1,181694.44,Medium Value,High,0,Retained
290,15697307,Nnachetam,588,Medium Risk,Spain,Male,34,Middle Age,10,Very Loyal,0,2,Standard,1,0,79078.91,Medium Value,Medium,0,Retained
291,15652266,Chidiebele,703,Low Risk,Germany,Male,42,Middle Age,9,Very Loyal,63227,1,Basic,0,1,137316.32,Medium Value,High,0,Retained
292,15607098,Ahmed,747,Low Risk,Spain,Female,41,Middle Age,5,Established,94521.17,2,Standard,1,0,194926.86,High Value,High,0,Retained
293,15655774,Booth,583,Medium Risk,France,Male,27,Adolescence,7,Loyal,0,2,Standard,1,0,51285.49,Medium Value,Medium,0,Retained
294,15590241,Chuang,750,Low Risk,Spain,Female,34,Middle Age,9,Very Loyal,112822.26,1,Basic,0,0,150401.53,Medium Value,High,1,Churned
295,15785819,Shao,681,Medium Risk,France,Male,38,Middle Age,3,Established,0,2,Standard,1,1,112491.96,High Value,High,0,Retained
296,15723654,Tsao,773,Low Risk,France,Male,25,Adolescence,2,New,135903.33,1,Basic,1,0,73656.38,Medium Value,Medium,0,Retained
297,15774510,Tien,714,Low Risk,France,Female,31,Middle Age,4,Established,125169.26,1,Basic,1,1,106636.89,Medium Value,High,0,Retained
298,15684173,Chang,687,Medium Risk,Spain,Female,44,Middle Age,7,Loyal,0,3,Premium,1,0,155853.52,High Value,High,1,Churned
299,15650068,Johnson,511,Medium Risk,France,Male,58,Old,0,New,149117.31,1,Basic,1,1,162599.51,Medium Value,High,0,Retained
300,15811490,French,627,Medium Risk,France,Male,33,Middle Age,5,Established,0,2,Standard,1,1,103737.82,High Value,High,0,Retained
301,15803976,Efremov,694,Medium Risk,France,Female,31,Middle Age,10,Very Loyal,0,2,Standard,1,0,160990.27,High Value,High,0,Retained
302,15682541,Hartley,616,Medium Risk,Spain,Female,36,Middle Age,6,Loyal,132311.71,1,Basic,0,0,15462.84,Low value,Low,0,Retained
303,15695699,Calabrese,687,Medium Risk,France,Male,35,Middle Age,8,Loyal,0,2,Standard,1,0,10334.05,Low value,Low,0,Retained
304,15624188,Chiu,712,Low Risk,France,Female,33,Middle Age,6,Loyal,0,2,Standard,1,1,190686.16,High Value,High,0,Retained
305,15812191,Brennan,553,Medium Risk,France,Male,33,Middle Age,4,Established,118082.89,1,Basic,0,0,94440.45,Medium Value,Medium,0,Retained
306,15636673,Onwuatuegwu,667,Medium Risk,France,Male,31,Middle Age,1,New,119266.69,1,Basic,1,1,28257.63,Low value,Low,0,Retained
307,15594898,Hewitt,731,Low Risk,France,Male,43,Middle Age,2,New,0,1,Basic,1,1,170034.95,Medium Value,High,1,Churned
308,15660211,Shih,629,Medium Risk,Germany,Male,35,Middle Age,7,Loyal,156847.29,2,Standard,1,0,31824.29,Low value,Low,0,Retained
309,15773972,Balashov,614,Medium Risk,France,Male,50,Middle Age,4,Established,137104.47,1,Basic,1,0,127166.49,Medium Value,High,1,Churned
310,15746726,Doyle,438,High Risk,Germany,Male,31,Middle Age,8,Loyal,78398.69,1,Basic,1,0,44937.01,Low value,Low,0,Retained
311,15712287,Pokrovskii,652,Medium Risk,France,Female,80,Old,4,Established,0,2,Standard,1,1,188603.07,High Value,High,0,Retained
312,15702919,Collins,729,Low Risk,Germany,Male,30,Middle Age,6,Loyal,63669.42,1,Basic,1,0,145111.37,Medium Value,High,0,Retained
313,15674398,Russo,642,Medium Risk,France,Male,38,Middle Age,3,Established,0,2,Standard,0,0,171463.83,High Value,High,0,Retained
314,15797960,Skinner,806,Low Risk,Germany,Female,59,Old,0,New,135296.33,1,Basic,1,0,182822.5,Medium Value,High,0,Retained
315,15631868,Robertson,744,Low Risk,Spain,Male,36,Middle Age,2,New,153804.44,1,Basic,1,1,87213.33,Medium Value,Medium,0,Retained
316,15581539,Atkinson,474,High Risk,Spain,Male,37,Middle Age,3,Established,0,2,Standard,0,0,57175.32,Medium Value,Medium,0,Retained
317,15662736,Doyle,559,Medium Risk,France,Male,49,Middle Age,2,New,147069.78,1,Basic,1,0,120540.83,Medium Value,High,1,Churned
318,15666252,Ritchie,706,Low Risk,Spain,Male,42,Middle Age,9,Very Loyal,0,2,Standard,1,1,28714.34,Low value,Low,0,Retained
319,15677512,McEncroe,628,Medium Risk,Spain,Female,22,Adolescence,3,Established,0,1,Basic,1,0,85426.28,Medium Value,Medium,0,Retained
320,15626114,Pearson,429,High Risk,France,Male,24,Adolescence,4,Established,95741.75,1,Basic,1,0,46170.75,Low value,Low,0,Retained
321,15810834,Gordon,525,Medium Risk,Spain,Female,57,Old,2,New,145965.33,1,Basic,1,1,64448.36,Medium Value,Medium,0,Retained
322,15678910,Ts'ai,680,Medium Risk,France,Female,30,Middle Age,8,Loyal,141441.75,1,Basic,1,1,16278.97,Low value,Low,0,Retained
323,15694408,Lung,749,Low Risk,France,Male,40,Middle Age,1,New,139290.41,1,Basic,1,0,182855.42,Medium Value,High,1,Churned
324,15585215,Yuan,763,Low Risk,France,Female,31,Middle Age,4,Established,0,2,Standard,0,0,50404.72,Medium Value,Medium,0,Retained
325,15682757,Pardey,734,Low Risk,France,Male,30,Middle Age,3,Established,0,2,Standard,1,0,107640.25,High Value,High,0,Retained
326,15736601,Tai,716,Low Risk,France,Male,35,Middle Age,4,Established,144428.87,1,Basic,1,0,134132.65,Medium Value,High,0,Retained
327,15601848,Scott,594,Medium Risk,France,Male,35,Middle Age,2,New,0,2,Standard,1,0,103480.69,High Value,High,0,Retained
328,15736008,Hunter,644,Medium Risk,France,Female,46,Middle Age,9,Very Loyal,95441.27,1,Basic,1,0,108761.05,Medium Value,High,1,Churned
329,15669064,Mazzanti,671,Medium Risk,Germany,Male,35,Middle Age,1,New,144848.74,1,Basic,1,1,179012.3,Medium Value,High,0,Retained
330,15624528,L?,664,Medium Risk,Germany,Male,26,Adolescence,7,Loyal,116244.14,2,Standard,1,1,95145.14,Medium Value,Medium,0,Retained
331,15598493,Beach,656,Medium Risk,France,Male,50,Middle Age,7,Loyal,0,2,Standard,0,1,72143.44,Medium Value,Medium,0,Retained
332,15601274,Hsieh,667,Medium Risk,Spain,Female,40,Middle Age,1,New,146502.07,1,Basic,1,0,19162.89,Low value,Low,0,Retained
333,15702669,Faulkner,663,Medium Risk,Germany,Male,44,Middle Age,2,New,117028.6,2,Standard,0,1,144680.18,High Value,High,0,Retained
334,15728669,Knowles,584,Medium Risk,Germany,Female,30,Middle Age,8,Loyal,112013.81,1,Basic,1,0,177772.03,Medium Value,High,1,Churned
335,15742668,Day,626,Medium Risk,Spain,Female,37,Middle Age,6,Loyal,108269.37,1,Basic,1,0,5597.94,Low value,Low,0,Retained
336,15697441,Hsueh,485,High Risk,France,Male,29,Adolescence,7,Loyal,182123.79,1,Basic,1,0,116828.51,Medium Value,High,1,Churned
337,15740476,Tsao,659,Medium Risk,Germany,Female,32,Middle Age,3,Established,150923.74,2,Standard,0,1,174652.51,High Value,High,0,Retained
338,15648064,Kennedy,649,Medium Risk,France,Male,33,Middle Age,2,New,0,2,Standard,1,0,2010.98,Low value,Low,0,Retained
339,15636624,Nwabugwu,805,Low Risk,Spain,Female,39,Middle Age,5,Established,165272.13,1,Basic,1,0,14109.85,Low value,Low,1,Churned
340,15807923,Young,716,Low Risk,Germany,Female,39,Middle Age,10,Very Loyal,115301.31,1,Basic,1,0,43527.4,Low value,Low,1,Churned
341,15745844,Kerr,642,Medium Risk,Germany,Female,40,Middle Age,6,Loyal,129502.49,2,Standard,0,1,86099.23,Medium Value,Medium,1,Churned
342,15786170,Tien,659,Medium Risk,France,Male,31,Middle Age,4,Established,118342.26,1,Basic,0,0,161574.19,Medium Value,High,0,Retained
343,15681081,Marrero,545,Medium Risk,Spain,Female,47,Middle Age,5,Established,0,2,Standard,1,1,38970.14,Low value,Low,0,Retained
344,15684484,White,543,Medium Risk,France,Male,22,Adolescence,8,Loyal,0,2,Standard,0,0,127587.22,High Value,High,0,Retained
345,15785869,Pisano,718,Low Risk,France,Female,25,Adolescence,7,Loyal,0,2,Standard,1,0,30380.12,Low value,Low,0,Retained
346,15763859,Brown,840,Low Risk,France,Female,43,Middle Age,7,Loyal,0,2,Standard,1,0,90908.95,Medium Value,Medium,0,Retained
